ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
149.171.126.8,43597,59.166.0.8,65011,6,140,338,2,5,1,5,Normal,0.03%
149.171.126.7,5190,59.166.0.1,19415,6,140,404,2,6,1,3,Normal,0.07%
59.166.0.5,1344,149.171.126.5,53,17,160,192,2,2,3,9,Normal,0.45%
59.166.0.5,21542,149.171.126.4,80,6,272,140,4,2,2,6,Normal,0.27%
149.171.126.9,80,59.166.0.4,22269,6,140,272,2,4,1,9,Normal,0.01%
59.166.0.2,25822,149.171.126.1,53,17,174,206,2,2,4,9,Normal,0.71%
59.166.0.2,55284,149.171.126.3,25,6,272,140,4,2,1,7,Normal,0.45%
59.166.0.3,25557,149.171.126.1,53,17,160,192,2,2,4,9,Normal,0.71%
59.166.0.3,27391,149.171.126.5,80,6,272,140,4,2,2,9,Normal,0.08%
59.166.0.6,27338,149.171.126.2,53,17,174,206,2,2,2,9,Normal,0.35%
59.166.0.0,28852,149.171.126.3,53,17,160,192,2,2,5,7,Normal,1.32%
149.171.126.2,80,59.166.0.0,52076,6,140,272,2,4,1,1,Normal,2.05%
149.171.126.3,80,59.166.0.6,47502,6,140,272,2,4,1,4,Normal,0.05%
149.171.126.0,53,59.166.0.4,48170,17,206,174,2,2,1,9,Normal,0.27%
149.171.126.5,80,59.166.0.4,45240,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.17,80,175.45.176.0,36918,6,60267,659,47,8,1,2,Attack,67.57%
149.171.126.10,6661,175.45.176.0,9590,6,238,676,4,7,1,2,Normal,2.05%
149.171.126.3,53,59.166.0.3,46822,17,192,160,2,2,1,5,Normal,0.56%
59.166.0.3,48463,149.171.126.4,80,6,272,140,4,2,2,6,Normal,0.27%
59.166.0.0,46691,149.171.126.2,61931,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.0,45892,149.171.126.0,80,6,272,140,4,2,1,5,Normal,0.99%
149.171.126.0,53,59.166.0.3,42094,17,192,160,2,2,1,5,Normal,0.56%
149.171.126.3,80,59.166.0.3,45797,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.8,80,59.166.0.6,10412,6,140,272,2,4,1,4,Normal,0.05%
59.166.0.5,10525,149.171.126.2,48241,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.1,13156,149.171.126.9,53,17,158,190,2,2,1,3,Normal,1.29%
149.171.126.4,21,59.166.0.1,34351,6,140,272,2,4,1,3,Normal,0.08%
149.171.126.2,41727,59.166.0.9,14689,6,140,338,2,5,1,3,Normal,0.07%
59.166.0.9,42405,149.171.126.1,80,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.6,6379,149.171.126.6,53,17,174,206,2,2,2,4,Normal,0.88%
149.171.126.0,53,59.166.0.7,34944,17,192,160,2,2,1,9,Normal,0.27%
149.171.126.3,80,59.166.0.7,16315,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.4,53,59.166.0.3,40146,17,192,160,2,2,1,5,Normal,0.56%
175.45.176.2,43850,149.171.126.13,80,6,1016,9414,10,10,2,2,Attack,53.46%
149.171.126.2,48061,59.166.0.3,2861,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.2,143,59.166.0.2,17787,6,140,272,2,4,1,3,Normal,0.08%
149.171.126.1,143,59.166.0.7,21797,6,140,272,2,4,1,9,Normal,0.01%
59.166.0.4,59256,149.171.126.8,53,17,158,190,2,2,2,6,Normal,0.60%
149.171.126.2,22,59.166.0.1,25908,6,140,272,2,4,1,3,Normal,0.08%
149.171.126.4,53,59.166.0.7,51164,17,206,174,2,2,1,9,Normal,0.27%
59.166.0.1,33520,149.171.126.2,4678,6,404,140,6,2,1,9,Normal,5.35%
149.171.126.5,46231,59.166.0.8,49184,6,140,404,2,6,1,5,Normal,0.03%
59.166.0.3,11600,149.171.126.0,53,17,158,190,2,2,3,5,Normal,1.05%
149.171.126.8,143,59.166.0.4,35345,6,140,272,2,4,1,9,Normal,0.01%
59.166.0.4,20571,149.171.126.7,53,17,160,192,2,2,2,4,Normal,0.87%
59.166.0.7,60342,149.171.126.0,59285,6,338,140,5,2,1,5,Normal,4.75%
149.171.126.5,80,59.166.0.6,56745,6,140,272,2,4,1,4,Normal,0.05%
59.166.0.6,53847,149.171.126.5,53,17,174,206,2,2,3,9,Normal,0.45%
59.166.0.0,6211,149.171.126.3,53,17,261,206,3,2,5,7,Normal,1.18%
59.166.0.6,8569,149.171.126.2,53,17,160,192,2,2,2,9,Normal,0.35%
149.171.126.4,5190,59.166.0.4,17344,6,140,404,2,6,1,9,Normal,0.01%
59.166.0.6,47925,149.171.126.1,3071,6,474,140,7,2,1,9,Normal,19.45%
59.166.0.9,4864,149.171.126.7,53,17,174,206,2,2,2,4,Normal,0.88%
149.171.126.0,80,59.166.0.4,1822,6,140,272,2,4,1,9,Normal,0.01%
59.166.0.9,14309,149.171.126.3,53,17,174,206,2,2,5,7,Normal,1.32%
175.45.176.0,27804,149.171.126.16,111,6,114,168,2,3,1,1,Normal,2.32%
149.171.126.5,37563,59.166.0.2,21922,6,0,136,0,2,1,1,Normal,0.29%
149.171.126.1,53,59.166.0.4,28228,17,0,80,0,1,1,1,Attack,89.25%
59.166.0.0,53052,149.171.126.9,53,17,80,0,1,0,1,1,Attack,92.41%
