ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
149.171.126.8,53,59.166.0.5,49954,17,192,160,2,2,1,8,Normal,0.32%
59.166.0.5,5686,149.171.126.6,80,6,272,140,4,2,2,7,Normal,0.18%
59.166.0.5,41345,149.171.126.0,46152,6,272,140,4,2,1,10,Normal,0.14%
149.171.126.0,53,59.166.0.5,44442,17,192,160,2,2,1,8,Normal,0.32%
149.171.126.0,80,59.166.0.5,10230,6,140,272,2,4,1,8,Normal,0.01%
149.171.126.9,80,59.166.0.4,13426,6,140,272,2,4,1,7,Normal,0.02%
149.171.126.5,80,59.166.0.6,14412,6,140,272,2,4,1,3,Normal,0.08%
59.166.0.7,16524,149.171.126.3,53,17,160,192,2,2,3,9,Normal,0.45%
149.171.126.3,80,59.166.0.7,64065,6,140,272,2,4,1,4,Normal,0.05%
149.171.126.9,15964,59.166.0.3,20954,17,360,584,4,4,1,9,Normal,0.22%
59.166.0.0,64895,149.171.126.0,21805,6,272,140,4,2,1,10,Normal,0.14%
175.45.176.0,30003,149.171.126.14,143,6,873,50189,14,44,1,1,Attack,100.00%
149.171.126.6,80,59.166.0.1,59390,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.3,5190,59.166.0.3,30638,6,140,338,2,5,1,9,Normal,0.01%
149.171.126.9,53,59.166.0.5,26325,17,206,174,2,2,1,8,Normal,0.32%
149.171.126.5,25,59.166.0.5,57860,6,140,272,2,4,1,8,Normal,0.01%
59.166.0.4,57291,149.171.126.4,80,6,272,140,4,2,1,7,Normal,0.45%
59.166.0.0,51670,149.171.126.7,53,17,160,192,2,2,4,11,Normal,2.13%
149.171.126.2,80,59.166.0.0,31813,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.5,80,59.166.0.4,32481,6,140,272,2,4,1,7,Normal,0.02%
149.171.126.6,53,59.166.0.4,50226,17,192,160,2,2,1,7,Normal,0.39%
59.166.0.4,47772,149.171.126.6,21,6,272,140,4,2,1,7,Normal,0.45%
59.166.0.0,53212,149.171.126.1,53,17,160,192,2,2,2,9,Normal,0.35%
59.166.0.0,2513,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.5,3929,149.171.126.0,53,17,160,192,2,2,5,10,Normal,1.28%
149.171.126.8,80,59.166.0.5,43467,6,140,272,2,4,1,8,Normal,0.01%
59.166.0.0,43063,149.171.126.4,5190,6,272,140,4,2,1,7,Normal,0.45%
149.171.126.4,53,59.166.0.2,45773,17,190,158,2,2,1,7,Normal,0.39%
59.166.0.9,37093,149.171.126.7,22,6,272,140,4,2,1,11,Normal,0.09%
175.45.176.1,47096,149.171.126.16,111,6,468,346,7,6,1,3,Normal,45.48%
59.166.0.6,11527,149.171.126.2,22437,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.9,13190,149.171.126.6,53,17,160,192,2,2,1,7,Normal,0.39%
59.166.0.9,34127,149.171.126.1,80,6,272,140,4,2,2,9,Normal,0.08%
59.166.0.8,14580,149.171.126.9,40637,6,272,140,4,2,1,8,Normal,0.30%
149.171.126.2,53,59.166.0.7,16464,17,192,160,2,2,1,4,Normal,0.82%
59.166.0.7,64299,149.171.126.7,80,6,272,140,4,2,4,11,Normal,0.03%
59.166.0.2,17916,149.171.126.5,53,17,174,206,2,2,3,4,Normal,1.14%
149.171.126.3,80,59.166.0.2,1216,6,140,272,2,4,1,7,Normal,0.02%
149.171.126.1,111,59.166.0.2,20117,17,368,624,4,4,1,7,Normal,0.31%
149.171.126.1,37382,59.166.0.2,59553,17,360,584,4,4,1,7,Normal,0.31%
59.166.0.2,58536,149.171.126.1,65517,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.3,59680,149.171.126.3,53,17,158,190,2,2,3,9,Normal,0.45%
149.171.126.1,21,59.166.0.3,23415,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.9,53,59.166.0.5,23282,17,192,160,2,2,1,8,Normal,0.32%
59.166.0.5,60805,149.171.126.8,80,6,272,140,4,2,3,6,Normal,0.24%
59.166.0.9,25288,149.171.126.7,22532,6,272,140,4,2,1,11,Normal,0.09%
59.166.0.0,31547,149.171.126.2,53,17,160,192,2,2,6,10,Normal,2.59%
59.166.0.0,47744,149.171.126.8,80,6,272,140,4,2,3,6,Normal,0.24%
175.45.176.3,9002,149.171.126.19,111,6,300,466,5,8,1,1,Normal,35.50%
149.171.126.2,80,59.166.0.2,52114,6,140,272,2,4,1,7,Normal,0.02%
59.166.0.1,52392,149.171.126.3,22,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.4,54237,149.171.126.4,54308,6,272,140,4,2,1,7,Normal,0.45%
149.171.126.5,53,59.166.0.3,1371,17,192,160,2,2,1,9,Normal,0.27%
149.171.126.0,80,59.166.0.3,46973,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.9,1309,59.166.0.8,49740,6,140,338,2,5,1,4,Normal,0.05%
149.171.126.5,25,59.166.0.7,42953,6,140,272,2,4,1,4,Normal,0.05%
59.166.0.6,42256,149.171.126.3,5190,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.3,39252,149.171.126.3,5055,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.7,35342,149.171.126.8,25,6,272,140,4,2,1,6,Normal,0.67%
175.45.176.1,12940,149.171.126.16,80,6,449,1054,4,7,2,3,Normal,0.53%
149.171.126.0,53,59.166.0.4,18442,17,206,174,2,2,1,7,Normal,0.39%
149.171.126.4,25,59.166.0.4,21506,6,140,272,2,4,1,7,Normal,0.02%
149.171.126.6,53,59.166.0.3,34198,17,192,160,2,2,1,9,Normal,0.27%
59.166.0.3,37739,149.171.126.7,80,6,272,140,4,2,4,11,Normal,0.03%
59.166.0.7,1144,149.171.126.7,143,6,272,140,4,2,1,11,Normal,0.09%
59.166.0.2,62538,149.171.126.9,53,17,160,192,2,2,3,8,Normal,0.54%
59.166.0.2,20120,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.8,23316,149.171.126.6,22,6,272,140,4,2,1,7,Normal,0.45%
149.171.126.9,53,59.166.0.8,58414,17,192,160,2,2,1,4,Normal,0.82%
59.166.0.8,62042,149.171.126.5,80,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.9,25023,149.171.126.1,38586,6,272,140,4,2,1,9,Normal,0.20%
149.171.126.6,56231,59.166.0.4,26147,6,140,338,2,5,1,7,Normal,0.01%
149.171.126.3,53,59.166.0.6,28229,17,192,160,2,2,1,3,Normal,1.29%
175.45.176.3,26334,149.171.126.16,80,6,525,2812,6,6,2,3,Normal,5.34%
59.166.0.2,49257,149.171.126.8,22,6,272,140,4,2,1,6,Normal,0.67%
59.166.0.2,49540,149.171.126.7,53,17,160,192,2,2,4,11,Normal,2.13%
59.166.0.8,5304,149.171.126.6,2968,6,272,140,4,2,1,7,Normal,0.45%
59.166.0.0,6686,149.171.126.4,53,17,160,192,2,2,2,7,Normal,0.49%
149.171.126.1,80,59.166.0.0,8558,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.8,5190,59.166.0.3,8878,6,140,272,2,4,1,9,Normal,0.01%
149.171.126.1,6601,59.166.0.1,10364,17,360,576,4,4,1,5,Normal,0.60%
59.166.0.1,11409,149.171.126.1,10190,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.8,40814,149.171.126.9,53,17,160,192,2,2,3,8,Normal,0.54%
59.166.0.8,34443,149.171.126.7,80,6,272,140,4,2,4,11,Normal,0.03%
59.166.0.0,21048,149.171.126.7,53,17,160,192,2,2,4,11,Normal,2.13%
59.166.0.0,61696,149.171.126.8,80,6,272,140,4,2,3,6,Normal,0.24%
59.166.0.6,19050,149.171.126.3,12509,6,272,140,4,2,1,9,Normal,0.20%
59.166.0.2,63409,149.171.126.2,53,17,174,206,2,2,6,10,Normal,2.57%
149.171.126.2,25,59.166.0.2,65106,6,140,272,2,4,1,7,Normal,0.02%
149.171.126.5,21,59.166.0.8,60362,6,140,140,2,2,1,4,Normal,0.06%
149.171.126.9,80,59.166.0.5,34360,6,140,272,2,4,1,8,Normal,0.01%
149.171.126.3,21,59.166.0.0,36184,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.12,80,175.45.176.3,23776,6,238,605,4,6,1,1,Normal,21.69%
59.166.0.7,18688,149.171.126.5,53,17,174,206,2,2,3,4,Normal,1.14%
59.166.0.0,23585,149.171.126.0,53,17,174,206,2,2,5,10,Normal,1.28%
59.166.0.1,46386,149.171.126.1,53,17,160,192,2,2,2,9,Normal,0.35%
59.166.0.9,9487,149.171.126.9,14302,6,338,140,5,2,1,8,Normal,1.45%
59.166.0.4,11620,149.171.126.8,53,17,174,206,2,2,1,6,Normal,0.44%
59.166.0.6,12731,149.171.126.0,53,17,160,192,2,2,5,10,Normal,1.28%
149.171.126.5,11026,59.166.0.0,14408,6,140,404,2,6,1,5,Normal,0.03%
59.166.0.3,63421,149.171.126.9,111,17,312,368,2,4,1,8,Normal,0.31%
59.166.0.1,59760,149.171.126.0,53,17,160,192,2,2,5,10,Normal,1.28%
59.166.0.4,57620,149.171.126.2,53,17,174,206,2,2,6,10,Normal,2.57%
59.166.0.4,54178,149.171.126.2,53,17,158,190,2,2,6,10,Normal,2.59%
149.171.126.5,143,59.166.0.2,39249,6,140,272,2,4,1,7,Normal,0.02%
59.166.0.2,56626,149.171.126.7,53,17,174,206,2,2,4,11,Normal,2.15%
59.166.0.7,5470,149.171.126.9,53,17,174,206,2,2,3,8,Normal,0.54%
59.166.0.7,12090,149.171.126.3,53,17,174,206,2,2,3,9,Normal,0.45%
149.171.126.5,5190,59.166.0.1,16494,6,140,272,2,4,1,5,Normal,0.03%
59.166.0.7,17961,149.171.126.2,53,17,158,190,2,2,6,10,Normal,2.59%
59.166.0.6,29826,149.171.126.6,80,6,272,140,4,2,2,7,Normal,0.18%
149.171.126.3,22,59.166.0.9,53761,6,140,338,2,5,1,2,Normal,0.16%
149.171.126.5,55247,59.166.0.6,47545,6,140,272,2,4,1,3,Normal,0.08%
59.166.0.2,49150,149.171.126.7,80,6,272,140,4,2,4,11,Normal,0.03%
59.166.0.1,8985,149.171.126.1,111,17,780,360,5,4,1,9,Normal,0.20%
149.171.126.6,38894,59.166.0.3,38819,6,140,404,2,6,1,9,Normal,0.01%
149.171.126.2,53,59.166.0.8,64882,17,190,158,2,2,1,4,Normal,0.82%
149.171.126.2,80,59.166.0.1,34963,6,140,132,2,2,1,5,Normal,0.04%
59.166.0.5,13226,149.171.126.5,53,17,160,192,2,2,3,4,Normal,1.14%
149.171.126.9,64808,59.166.0.3,59868,6,140,272,2,4,1,9,Normal,0.01%
