ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.9,41515,149.171.126.5,53,17,158,190,2,2,5,10,Normal,1.28%
59.166.0.9,14906,149.171.126.4,21,6,272,140,4,2,1,8,Normal,0.30%
59.166.0.8,44119,149.171.126.2,53,17,158,190,2,2,2,10,Normal,0.61%
59.166.0.8,9989,149.171.126.0,21,6,272,140,4,2,1,12,Normal,0.06%
59.166.0.0,38981,149.171.126.9,50862,6,404,140,6,2,1,5,Normal,22.73%
59.166.0.3,40309,149.171.126.1,53,17,160,192,2,2,3,8,Normal,0.54%
59.166.0.3,14306,149.171.126.7,80,6,272,140,4,2,2,10,Normal,0.06%
59.166.0.4,40650,149.171.126.7,38455,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.1,13846,149.171.126.0,5190,6,404,140,6,2,1,12,Normal,1.62%
59.166.0.6,15807,149.171.126.7,53,17,160,192,2,2,4,10,Normal,0.78%
59.166.0.6,17431,149.171.126.6,80,6,272,140,4,2,2,6,Normal,0.27%
59.166.0.2,62824,149.171.126.7,14455,17,576,360,4,4,1,10,Normal,0.19%
59.166.0.2,36701,149.171.126.7,111,17,936,360,6,4,1,10,Normal,0.16%
59.166.0.2,1336,149.171.126.7,18601,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.2,19393,149.171.126.0,53,17,160,192,2,2,4,12,Normal,6.48%
175.45.176.0,61089,149.171.126.18,80,6,944,1060,10,8,2,2,Attack,66.32%
59.166.0.2,21003,149.171.126.9,80,6,272,140,4,2,2,5,Normal,0.39%
59.166.0.8,61715,149.171.126.3,1173,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.6,57983,149.171.126.0,53,17,160,192,2,2,4,12,Normal,6.48%
59.166.0.6,50778,149.171.126.0,80,6,272,140,4,2,4,12,Normal,0.02%
175.45.176.0,4159,149.171.126.18,80,6,978,1126,10,10,2,2,Attack,64.45%
59.166.0.1,28172,149.171.126.2,5190,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.1,26719,149.171.126.0,53,17,174,206,2,2,4,12,Normal,6.46%
59.166.0.1,28468,149.171.126.3,80,6,272,140,4,2,2,10,Normal,0.06%
59.166.0.7,57137,149.171.126.7,53,17,160,192,2,2,4,10,Normal,0.78%
59.166.0.7,50602,149.171.126.0,80,6,272,140,4,2,4,12,Normal,0.02%
59.166.0.7,30731,149.171.126.0,25229,6,404,140,6,2,1,12,Normal,1.62%
59.166.0.2,53437,149.171.126.5,32103,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.8,47629,149.171.126.3,33289,6,140,70,2,1,1,10,Normal,0.01%
10.40.85.1,0,10.40.85.30,0,-1,42,42,1,1,1,1,Normal,0.00%
