ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
59.166.0.7,55135,149.171.126.9,26167,6,272,140,4,2,1,5,Normal,0.99%
59.166.0.1,25908,149.171.126.2,22,6,404,140,6,2,1,7,Normal,11.43%
175.45.176.1,4765,149.171.126.13,80,6,760,1294,8,6,2,2,Attack,50.23%
59.166.0.0,58313,149.171.126.7,27325,6,132,0,2,0,1,4,Normal,0.11%
59.166.0.2,46451,149.171.126.4,30112,6,132,0,2,0,1,10,Normal,0.01%
175.45.176.1,52726,149.171.126.13,80,6,792,1300,8,8,2,2,Attack,51.10%
59.166.0.1,33520,149.171.126.2,4678,6,132,0,2,0,1,10,Normal,0.01%
59.166.0.8,49184,149.171.126.5,46231,6,132,0,2,0,1,10,Normal,0.01%
59.166.0.5,48265,149.171.126.5,48887,6,132,0,2,0,1,10,Normal,0.01%
59.166.0.6,5977,149.171.126.4,22,6,132,0,2,0,2,10,Normal,0.01%
59.166.0.2,55284,149.171.126.3,25,6,202,140,3,2,1,7,Normal,0.09%
59.166.0.3,25557,149.171.126.1,53,17,160,192,2,2,2,4,Normal,0.87%
59.166.0.3,27391,149.171.126.5,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.6,27338,149.171.126.2,53,17,174,206,2,2,2,10,Normal,0.62%
59.166.0.6,56745,149.171.126.5,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.0,28852,149.171.126.3,53,17,160,192,2,2,4,7,Normal,0.94%
59.166.0.0,52076,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.6,53847,149.171.126.5,53,17,174,206,2,2,2,10,Normal,0.62%
59.166.0.6,47502,149.171.126.3,80,6,272,140,4,2,2,7,Normal,0.18%
59.166.0.4,48170,149.171.126.0,53,17,174,206,2,2,2,4,Normal,0.88%
59.166.0.4,45240,149.171.126.5,80,6,272,140,4,2,3,10,Normal,0.05%
175.45.176.0,36918,149.171.126.17,80,6,1870,143347,26,114,1,1,Attack,100.00%
175.45.176.0,9590,149.171.126.10,6661,6,1120,352,10,6,1,1,Attack,92.05%
59.166.0.3,46822,149.171.126.3,53,17,160,192,2,2,4,7,Normal,0.94%
59.166.0.3,48463,149.171.126.4,80,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.0,46691,149.171.126.2,61931,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.0,6211,149.171.126.3,53,17,174,206,2,2,4,7,Normal,0.95%
59.166.0.0,45892,149.171.126.0,80,6,272,140,4,2,2,4,Normal,0.58%
59.166.0.3,42094,149.171.126.0,53,17,160,192,2,2,2,4,Normal,0.87%
59.166.0.3,45797,149.171.126.3,80,6,272,140,4,2,2,7,Normal,0.18%
59.166.0.6,8569,149.171.126.2,53,17,160,192,2,2,2,10,Normal,0.61%
59.166.0.6,10412,149.171.126.8,80,6,272,140,4,2,1,2,Normal,6.83%
59.166.0.5,10525,149.171.126.2,48241,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.1,13156,149.171.126.9,53,17,158,190,2,2,3,4,Normal,1.14%
59.166.0.1,34351,149.171.126.4,21,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.9,14689,149.171.126.2,41727,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.4,17344,149.171.126.4,5190,6,404,140,6,2,1,10,Normal,3.61%
175.45.176.0,27804,149.171.126.16,111,6,704,466,10,8,1,1,Attack,89.10%
59.166.0.5,22160,149.171.126.7,53,17,160,192,2,2,2,4,Normal,0.87%
59.166.0.5,25317,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.4,64521,149.171.126.9,53,17,174,206,2,2,3,4,Normal,1.14%
59.166.0.4,59971,149.171.126.7,25,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.2,21922,149.171.126.5,37563,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.8,55459,149.171.126.4,59029,17,584,360,4,4,1,10,Normal,0.19%
59.166.0.8,62105,149.171.126.4,111,17,936,368,6,4,1,10,Normal,0.16%
59.166.0.8,54633,149.171.126.4,61416,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.6,24963,149.171.126.5,5190,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.2,56170,149.171.126.8,54430,6,404,140,6,2,1,2,Attack,78.41%
59.166.0.4,28228,149.171.126.1,53,17,160,192,2,2,2,4,Normal,0.87%
59.166.0.4,29776,149.171.126.9,80,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.1,51974,149.171.126.5,27810,6,404,140,6,2,1,10,Normal,3.61%
59.166.0.0,32302,149.171.126.7,53,17,160,192,2,2,2,4,Normal,0.87%
59.166.0.0,47184,149.171.126.1,80,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.0,53052,149.171.126.9,53,17,160,192,2,2,3,4,Normal,1.14%
59.166.0.0,2639,149.171.126.0,80,6,272,140,4,2,2,4,Normal,0.58%
175.45.176.2,63163,149.171.126.11,8080,6,1482,1284,12,8,1,1,Attack,89.96%
59.166.0.6,7341,149.171.126.1,5190,6,404,140,6,2,1,4,Normal,31.49%
59.166.0.6,5702,149.171.126.4,53,17,160,192,2,2,1,10,Normal,1.71%
59.166.0.6,45559,149.171.126.2,80,6,272,140,4,2,3,10,Normal,0.05%
59.166.0.7,45400,149.171.126.5,53,17,174,206,2,2,2,10,Normal,0.62%
59.166.0.7,39029,149.171.126.2,25,6,272,140,4,2,1,10,Normal,0.14%
59.166.0.3,9393,149.171.126.6,5190,6,404,140,6,2,1,1,Attack,87.14%
59.166.0.7,40685,149.171.126.4,22,6,404,140,6,2,2,10,Normal,0.63%
59.166.0.1,41574,149.171.126.3,53,17,160,192,2,2,4,7,Normal,0.94%
