ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
149.171.126.5,25,59.166.0.8,57582,6,140,272,2,4,1,7,Normal,0.02%
149.171.126.2,41942,59.166.0.3,57691,6,140,474,2,7,1,5,Normal,0.03%
149.171.126.3,53,59.166.0.9,28993,17,192,240,2,3,1,9,Normal,0.26%
149.171.126.7,80,59.166.0.9,30773,6,140,1032,2,6,1,9,Normal,0.01%
59.166.0.2,33239,149.171.126.8,80,6,870,272,6,4,2,6,Normal,1.79%
59.166.0.8,32958,149.171.126.8,53,17,160,192,2,2,2,6,Normal,0.60%
59.166.0.1,46197,149.171.126.0,29511,6,272,140,4,2,1,3,Normal,2.16%
59.166.0.3,44526,149.171.126.4,5190,6,272,140,4,2,1,7,Normal,0.45%
175.45.176.0,43666,149.171.126.19,25,6,362,1026,6,12,1,1,Normal,38.93%
59.166.0.0,43096,149.171.126.3,53,17,160,192,2,2,5,10,Normal,1.28%
149.171.126.0,80,59.166.0.0,6885,6,140,1032,2,6,1,6,Normal,0.02%
149.171.126.0,53,59.166.0.3,45426,17,192,160,2,2,1,5,Normal,0.56%
149.171.126.8,80,59.166.0.3,9246,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.1,53,59.166.0.9,39265,17,192,160,2,2,1,9,Normal,0.27%
149.171.126.0,80,59.166.0.9,11424,6,140,1032,2,6,1,9,Normal,0.01%
149.171.126.9,3436,59.166.0.6,41037,6,140,404,2,6,1,1,Normal,1.70%
149.171.126.1,53,59.166.0.2,35794,17,190,158,2,2,1,5,Normal,0.56%
59.166.0.2,15993,149.171.126.4,143,6,272,608,4,4,1,7,Normal,0.23%
59.166.0.0,34022,149.171.126.3,22,6,272,140,4,2,1,10,Normal,0.14%
149.171.126.0,12939,59.166.0.1,15456,6,140,668,2,8,1,10,Normal,0.01%
149.171.126.0,80,59.166.0.1,18694,6,140,272,2,4,1,10,Normal,0.00%
59.166.0.7,60165,149.171.126.6,80,6,1032,140,6,2,5,6,Normal,1.46%
59.166.0.8,29249,149.171.126.6,80,6,272,140,4,2,5,6,Normal,0.22%
59.166.0.8,24415,149.171.126.1,80,6,272,140,4,2,2,7,Normal,0.18%
149.171.126.4,5190,59.166.0.5,26053,6,140,404,2,6,1,5,Normal,0.03%
149.171.126.2,80,59.166.0.0,57998,6,140,1032,2,6,1,6,Normal,0.02%
59.166.0.7,51641,149.171.126.6,53,17,160,192,2,2,1,6,Normal,0.44%
149.171.126.5,80,59.166.0.7,31613,6,140,1032,2,6,1,5,Normal,0.03%
149.171.126.6,53,59.166.0.9,31843,17,192,240,2,3,1,9,Normal,0.26%
149.171.126.6,80,59.166.0.9,33601,6,140,1032,2,6,1,9,Normal,0.01%
149.171.126.0,36271,59.166.0.2,33752,6,140,474,2,7,1,5,Normal,0.03%
149.171.126.4,80,59.166.0.4,5706,6,140,1032,2,6,1,8,Normal,0.01%
149.171.126.7,43783,59.166.0.2,11836,6,140,404,2,6,1,5,Normal,0.03%
149.171.126.3,5190,59.166.0.1,38937,6,140,404,2,6,1,10,Normal,0.00%
149.171.126.5,22,59.166.0.1,38173,6,140,404,2,6,1,10,Normal,0.00%
149.171.126.5,80,59.166.0.7,37409,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.2,5190,59.166.0.8,37697,6,140,404,2,6,1,7,Normal,0.01%
149.171.126.5,14382,59.166.0.8,17414,6,140,404,2,6,1,7,Normal,0.01%
59.166.0.0,65052,149.171.126.0,25,6,404,444,6,4,1,3,Normal,24.75%
149.171.126.4,53,59.166.0.4,20704,17,192,160,2,2,1,8,Normal,0.32%
59.166.0.4,22336,149.171.126.6,80,6,272,272,4,4,5,6,Normal,0.20%
59.166.0.5,23099,149.171.126.9,62846,17,576,360,4,4,1,7,Normal,0.31%
149.171.126.9,111,59.166.0.5,21523,17,360,936,4,6,1,5,Normal,0.60%
59.166.0.5,62087,149.171.126.9,22898,6,960,460,8,6,1,7,Normal,33.20%
59.166.0.3,58220,149.171.126.4,80,6,760,132,2,2,2,7,Normal,0.01%
59.166.0.5,51022,149.171.126.2,30318,6,688,320,4,4,1,6,Normal,0.20%
59.166.0.2,58536,149.171.126.1,65517,6,1068,188,6,2,1,7,Normal,4.76%
59.166.0.7,55135,149.171.126.9,26167,6,1068,552,6,4,1,7,Normal,2.40%
59.166.0.0,2109,149.171.126.9,52908,6,688,188,4,2,1,7,Normal,0.27%
59.166.0.1,52493,149.171.126.8,31379,6,308,188,2,2,1,6,Normal,0.02%
59.166.0.1,64239,149.171.126.3,36191,6,688,188,4,2,1,10,Normal,0.08%
59.166.0.6,50089,149.171.126.9,80,6,760,132,2,2,3,7,Normal,0.01%
59.166.0.6,27412,149.171.126.9,80,6,760,132,2,2,3,7,Normal,0.01%
59.166.0.2,1336,149.171.126.7,18601,6,688,188,4,2,1,3,Normal,1.25%
149.171.126.4,80,59.166.0.4,57291,6,132,598,2,2,1,8,Normal,0.01%
149.171.126.3,21,59.166.0.4,60847,6,158,296,2,4,1,8,Normal,0.01%
149.171.126.0,80,59.166.0.8,21612,6,132,598,2,2,1,7,Normal,0.02%
59.166.0.9,32399,149.171.126.3,30968,6,688,188,4,2,1,10,Normal,0.08%
59.166.0.1,51259,149.171.126.4,58208,6,688,188,4,2,1,7,Normal,0.27%
59.166.0.8,60362,149.171.126.5,21,6,296,158,4,2,1,3,Normal,2.09%
149.171.126.9,64808,59.166.0.3,59868,6,552,688,4,4,1,5,Normal,0.35%
149.171.126.7,80,59.166.0.3,14306,6,132,760,2,2,1,5,Normal,0.05%
59.166.0.5,11220,149.171.126.2,25,6,132,304,2,2,1,6,Normal,0.03%
149.171.126.2,80,59.166.0.1,50168,6,346,760,3,2,1,10,Normal,0.03%
10.40.85.1,0,10.40.85.30,0,-1,42,42,1,1,1,1,Normal,0.00%
59.166.0.7,61379,149.171.126.4,53,17,158,190,2,2,2,7,Normal,0.49%
149.171.126.3,5190,59.166.0.2,51531,6,140,404,2,6,1,5,Normal,0.03%
175.45.176.3,31149,149.171.126.11,80,6,558,882,6,6,1,1,Attack,58.18%
149.171.126.7,21,59.166.0.8,39267,6,298,404,4,6,1,7,Normal,0.16%
59.166.0.9,59720,149.171.126.8,53,17,240,192,3,2,2,6,Normal,0.54%
59.166.0.1,62377,149.171.126.4,53,17,158,190,2,2,2,7,Normal,0.49%
59.166.0.2,31439,149.171.126.1,53,17,261,206,3,2,2,7,Normal,0.44%
149.171.126.1,53,59.166.0.1,17200,17,192,160,2,2,1,10,Normal,1.74%
59.166.0.7,20460,149.171.126.3,53,17,240,192,3,2,5,10,Normal,0.93%
59.166.0.8,56030,149.171.126.5,53,17,160,192,2,2,1,3,Normal,1.29%
59.166.0.8,58755,149.171.126.7,53,17,240,192,3,2,1,3,Normal,1.59%
149.171.126.0,53,59.166.0.0,56172,17,192,240,2,3,1,6,Normal,0.43%
149.171.126.9,5190,59.166.0.7,58155,6,140,272,2,4,1,5,Normal,0.03%
149.171.126.2,53,59.166.0.4,4012,17,192,240,2,3,1,8,Normal,0.31%
149.171.126.0,2370,59.166.0.4,48649,6,140,272,2,4,1,8,Normal,0.01%
59.166.0.4,41324,149.171.126.8,5190,6,272,140,4,2,1,6,Normal,0.67%
59.166.0.7,35600,149.171.126.3,53,17,174,206,2,2,5,10,Normal,1.28%
149.171.126.6,53,59.166.0.0,63485,17,206,174,2,2,1,6,Normal,0.44%
59.166.0.8,64516,149.171.126.2,80,6,760,560,2,4,3,6,Normal,0.01%
59.166.0.6,62669,149.171.126.2,80,6,760,132,2,2,3,6,Normal,0.01%
59.166.0.6,56745,149.171.126.5,80,6,598,132,2,2,1,3,Normal,0.06%
59.166.0.7,64065,149.171.126.3,80,6,760,132,2,2,1,10,Normal,0.00%
59.166.0.8,2032,149.171.126.6,80,6,1014,272,6,4,5,6,Normal,1.32%
59.166.0.9,42405,149.171.126.1,80,6,598,132,2,2,2,7,Normal,0.01%
149.171.126.4,21,59.166.0.0,61889,6,298,272,4,4,1,6,Normal,0.31%
149.171.126.3,21,59.166.0.0,36184,6,158,296,2,4,1,6,Normal,0.02%
59.166.0.2,20446,149.171.126.8,80,6,760,132,2,2,2,6,Normal,0.01%
175.45.176.1,13377,149.171.126.12,80,6,124,124,2,2,1,1,Normal,2.51%
59.166.0.7,17249,149.171.126.2,80,6,598,132,2,2,3,6,Normal,0.01%
149.171.126.1,9243,59.166.0.2,10511,6,552,688,4,4,1,5,Normal,0.35%
149.171.126.0,80,59.166.0.5,10230,6,132,760,2,2,1,5,Normal,0.05%
