ipv4_src,port_src,ipv4_dst,port_dst,proto,bytes_src,bytes_dst,packets_src,packets_dst,srv_dst_count,dst_count,category,probability
149.171.126.5,21,59.166.0.8,60362,6,1012,716,12,10,1,4,Attack,84.77%
149.171.126.9,80,59.166.0.4,22269,6,824,132,8,2,1,6,Attack,74.22%
149.171.126.1,80,59.166.0.0,47184,6,824,132,8,2,1,2,Attack,96.55%
149.171.126.5,80,59.166.0.2,1643,6,824,132,8,2,1,6,Attack,74.22%
149.171.126.7,80,59.166.0.2,49150,6,824,132,8,2,1,6,Attack,74.22%
149.171.126.2,25,59.166.0.5,11220,6,970,530,6,6,1,2,Normal,17.18%
149.171.126.7,80,59.166.0.2,24697,6,824,132,8,2,1,6,Attack,74.22%
149.171.126.1,53735,59.166.0.1,33497,6,3078,1790,28,20,1,4,Attack,61.25%
149.171.126.4,80,59.166.0.6,10963,6,956,132,10,2,1,8,Attack,86.44%
149.171.126.0,80,59.166.0.6,50778,6,824,132,8,2,1,8,Attack,54.18%
149.171.126.8,80,59.166.0.3,9246,6,824,892,8,4,1,6,Attack,70.37%
59.166.0.7,30731,149.171.126.0,25229,6,1274,1720,14,17,1,4,Normal,9.05%
149.171.126.4,21,59.166.0.0,61889,6,1338,880,16,12,1,2,Attack,91.06%
149.171.126.4,21,59.166.0.1,34351,6,796,880,10,12,1,4,Attack,54.74%
59.166.0.6,40483,149.171.126.2,6881,6,272,140,4,2,2,2,Normal,1.35%
149.171.126.0,6881,59.166.0.2,8172,6,140,272,2,4,1,6,Normal,0.02%
149.171.126.2,6881,59.166.0.6,13872,6,140,140,2,2,1,8,Normal,0.01%
149.171.126.4,143,59.166.0.6,39954,6,468,292,2,4,1,8,Normal,0.01%
149.171.126.4,6881,59.166.0.4,62176,6,140,272,2,4,1,6,Normal,0.02%
59.166.0.7,19818,149.171.126.2,6881,6,272,140,4,2,2,2,Normal,1.35%
59.166.0.0,60749,149.171.126.6,25,6,332,436,4,4,2,3,Normal,0.73%
149.171.126.4,6881,59.166.0.8,16887,6,140,272,2,4,1,4,Normal,0.05%
149.171.126.9,6881,59.166.0.3,61521,6,140,272,2,4,1,6,Normal,0.02%
149.171.126.0,6881,59.166.0.1,52718,6,140,272,2,4,1,4,Normal,0.05%
149.171.126.9,6881,59.166.0.4,24358,6,140,272,2,4,1,6,Normal,0.02%
59.166.0.2,7189,149.171.126.0,6881,6,272,140,4,2,1,4,Normal,1.43%
59.166.0.8,29249,149.171.126.6,80,6,132,824,2,8,1,3,Normal,0.06%
59.166.0.0,17707,149.171.126.3,25740,6,272,1674,4,4,1,2,Normal,3.40%
149.171.126.8,6881,59.166.0.3,38647,6,140,272,2,4,1,6,Normal,0.02%
59.166.0.5,34290,149.171.126.6,25,6,332,304,4,2,2,3,Normal,0.81%
149.171.126.0,6881,59.166.0.6,20593,6,140,272,2,4,1,8,Normal,0.01%
